bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
adocbip_c	adocbip	Adenosyl cobinamide phosphate	iJR904; iECSE_1348; iUMNK88_1353; iECP_1309; iSSON_1240; iECOK1_1307; iJN678; iEcolC_1368; iZ_1308; iECSF_1327; iUMN146_1321; iECs_1301; iUTI89_1310; iECS88_1305; iWFL_1372; iECW_1372; iAF987; iECUMN_1333; STM_v1_0; iEcSMS35_1347; iYL1228; iECSP_1301; iECDH10B_1368; iLF82_1304; iECO103_1326; iSDY_1059; iECIAI1_1343; iEKO11_1354; iECO26_1355; iSFxv_1172; iECB_1328; iSbBS512_1146; iEcDH1_1363; iNRG857_1313; iEcHS_1320; iG2583_1286; iECABU_c1320; iSFV_1184; iECDH1ME8569_1439; iETEC_1333; iEcE24377_1341; iAF1260b; iECO111_1330; iAF692; iECIAI39_1322; iY75_1357; iECD_1391; iML1515; iECED1_1282; iJB785; iEC55989_1330; iHN637; iECBD_1354; iB21_1397; iECNA114_1301; iAF1260; ic_1306; iE2348C_1286; iSF_1195; iEC042_1314; iJN746; iAPECO1_1312; iNJ661; iBWG_1329; iJO1366	KEGG Compound: http://identifiers.org/kegg.compound/C06509; CHEBI: http://identifiers.org/chebi/CHEBI:2481; CHEBI: http://identifiers.org/chebi/CHEBI:58502; Human Metabolome Database: http://identifiers.org/hmdb/HMDB12184; BioCyc: http://identifiers.org/biocyc/META:ADENOSYLCOBINAMIDE-P; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM856; SEED Compound: http://identifiers.org/seed.compound/cpd03919	adocbip; adocbip[c]; adocbip_c
adocbl_c	adocbl	Adenosylcobalamin	iAF1260b; iAF1260; iCHOv1; ic_1306; iJB785; iPC815; iHN637; iE2348C_1286; iY75_1357; iSF_1195; iML1515; iAPECO1_1312; iEcSMS35_1347; iEC042_1314; iECUMN_1333; iEC55989_1330; iECSE_1348; iJN746; iECW_1372; iNJ661; iECSP_1301; iBWG_1329; iECP_1309; iJO1366; iECS88_1305; iB21_1397; iECs_1301; iZ_1308; iECOK1_1307; iYL1228; iEcolC_1368; iAF987; iECSF_1327; STM_v1_0; iECNA114_1301; iJR904; iECO111_1330; iUMN146_1321; iECD_1391; iUTI89_1310; iEcE24377_1341; iUMNK88_1353; iECH74115_1262; iWFL_1372; iECBD_1354; iJN678; iEcDH1_1363; iSSON_1240; iECB_1328; iG2583_1286; iECO26_1355; iNRG857_1313; iECDH1ME8569_1439; iSbBS512_1146; iECO103_1326; iS_1188; iECDH10B_1368; iLF82_1304; iEcHS_1320; iSFxv_1172; iECED1_1282; iETEC_1333; iECIAI39_1322; iSDY_1059; iECIAI1_1343; iSFV_1184; iECABU_c1320; iEKO11_1354; iSBO_1134	Reactome: http://www.reactome.org/content/detail/R-ALL-3159297; KEGG Compound: http://identifiers.org/kegg.compound/C00194; KEGG Drug: http://identifiers.org/kegg.drug/D00042; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02086; BioCyc: http://identifiers.org/biocyc/META:ADENOSYLCOBALAMIN; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90703; SEED Compound: http://identifiers.org/seed.compound/cpd00166	adocbl; adocbl[c]; adocbl_c
adphep_DD_c	adphep_DD	ADP-D-glycero-D-manno-heptose	iS_1188; iEcSMS35_1347; iSbBS512_1146; iECOK1_1307; iECW_1372; iECS88_1305; iSDY_1059; iECUMN_1333; iLF82_1304; iECSF_1327; iETEC_1333; iECSP_1301; iSBO_1134; iECP_1309; iSFV_1184; iECSE_1348; iEKO11_1354; iEcolC_1368; iNRG857_1313; iECs_1301; iG2583_1286; iAF1260b; iSFxv_1172; iML1515; iB21_1397; iY75_1357; iAF1260; iEcE24377_1341; iPC815; iECIAI39_1322; ic_1306; iECNA114_1301; iSB619; iEC55989_1330; iE2348C_1286; iECDH1ME8569_1439; iSF_1195; iECO26_1355; iEC042_1314; iECDH10B_1368; iAPECO1_1312; iECED1_1282; iIT341; iECO103_1326; iBWG_1329; iECB_1328; iJO1366; iECIAI1_1343; iZ_1308; iECO111_1330; iUMNK88_1353; iECH74115_1262; iWFL_1372; iECABU_c1320; iJR904; iEcHS_1320; STM_v1_0; iEcDH1_1363; iAF987; iECBD_1354; iSSON_1240; iECD_1391; iUMN146_1321; iUTI89_1310; iYL1228	KEGG Compound: http://identifiers.org/kegg.compound/C06397; CHEBI: http://identifiers.org/chebi/CHEBI:13223; CHEBI: http://identifiers.org/chebi/CHEBI:16693; CHEBI: http://identifiers.org/chebi/CHEBI:20842; CHEBI: http://identifiers.org/chebi/CHEBI:2343; CHEBI: http://identifiers.org/chebi/CHEBI:57863; CHEBI: http://identifiers.org/chebi/CHEBI:59966; CHEBI: http://identifiers.org/chebi/CHEBI:59967; BioCyc: http://identifiers.org/biocyc/META:ADP-D-GLYCERO-D-MANNO-HEPTOSE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1648; SEED Compound: http://identifiers.org/seed.compound/cpd03830; SEED Compound: http://identifiers.org/seed.compound/cpd29671	adphep_DASH_DD_c; adphep_DD; adphep_DD_c; adphep__DD_c
adphep_LD_c	adphep_LD	ADP-L-glycero-D-manno-heptose	iEcDH1_1363; iZ_1308; iECD_1391; iUTI89_1310; iECNA114_1301; iJR904; iECIAI1_1343; iSSON_1240; iECED1_1282; STM_v1_0; iECO111_1330; iUMN146_1321; iECIAI39_1322; iUMNK88_1353; iECABU_c1320; iWFL_1372; iEcE24377_1341; iAF987; iECBD_1354; iYL1228; iECDH1ME8569_1439; iAF1260b; iECH74115_1262; iY75_1357; iEcHS_1320; iML1515; iECB_1328; iECS88_1305; iEC55989_1330; iECOK1_1307; iECO26_1355; iECSP_1301; iECDH10B_1368; iECUMN_1333; iECO103_1326; iECSF_1327; iSBO_1134; iECs_1301; iSFxv_1172; iECSE_1348; iNRG857_1313; iEcolC_1368; iSDY_1059; iECP_1309; iSFV_1184; iEcSMS35_1347; iEKO11_1354; iB21_1397; iG2583_1286; iAF1260; iECW_1372; ic_1306; iETEC_1333; iSB619; iS_1188; iPC815; iLF82_1304; iE2348C_1286; iSbBS512_1146; iSF_1195; iEC042_1314; iAPECO1_1312; iIT341; iBWG_1329; iJO1366	KEGG Compound: http://identifiers.org/kegg.compound/C06398; CHEBI: http://identifiers.org/chebi/CHEBI:13226; CHEBI: http://identifiers.org/chebi/CHEBI:15915; CHEBI: http://identifiers.org/chebi/CHEBI:20844; CHEBI: http://identifiers.org/chebi/CHEBI:2347; CHEBI: http://identifiers.org/chebi/CHEBI:57564; CHEBI: http://identifiers.org/chebi/CHEBI:61506; CHEBI: http://identifiers.org/chebi/CHEBI:61530; BioCyc: http://identifiers.org/biocyc/META:ADP-L-GLYCERO-D-MANNO-HEPTOSE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM857; SEED Compound: http://identifiers.org/seed.compound/cpd03831	adphep_DASH_LD_c; adphep_LD; adphep_LD_c; adphep__LD_c
ahcys_c	ahcys	S-Adenosyl-L-homocysteine	iB21_1397; iEcE24377_1341; iAF1260; iECIAI39_1322; iPC815; iECNA114_1301; ic_1306; iEcDH1_1363; iSB619; iECDH10B_1368; iE2348C_1286; iECO103_1326; iSF_1195; iECH74115_1262; iEC042_1314; iECED1_1282; iAPECO1_1312; iEcHS_1320; iJN746; iECABU_c1320; iIT341; iECBD_1354; iEC55989_1330; iECDH1ME8569_1439; iNJ661; iECIAI1_1343; iBWG_1329; iECO111_1330; iMM904; iECO26_1355; iND750; iECB_1328; iJO1366; iECD_1391; Recon3D; iECP_1309; iZ_1308; iEcSMS35_1347; iUMN146_1321; iECSE_1348; iWFL_1372; iECUMN_1333; iUTI89_1310; iECSP_1301; iUMNK88_1353; iECSF_1327; iMM1415; iECW_1372; iAF987; iECs_1301; iYL1228; iECS88_1305; STM_v1_0; iEcolC_1368; iJN678; iECOK1_1307; iSSON_1240; iSBO_1134; iJR904; iS_1188; iRC1080; iSFV_1184; iML1515; iG2583_1286; iJB785; iSFxv_1172; RECON1; iSbBS512_1146; iY75_1357; iNRG857_1313; iLJ478; iEKO11_1354; iNF517; iLF82_1304; iLB1027_lipid; iSDY_1059; iCHOv1; iETEC_1333; iAF692; iAT_PLT_636; iAF1260b; iAB_RBC_283; iYO844; iHN637	Reactome: http://www.reactome.org/content/detail/R-ALL-2162252; Reactome: http://www.reactome.org/content/detail/R-ALL-5278409; Reactome: http://www.reactome.org/content/detail/R-ALL-71285; Reactome: http://www.reactome.org/content/detail/R-ALL-77502; KEGG Compound: http://identifiers.org/kegg.compound/C00021; CHEBI: http://identifiers.org/chebi/CHEBI:12741; CHEBI: http://identifiers.org/chebi/CHEBI:12759; CHEBI: http://identifiers.org/chebi/CHEBI:12761; CHEBI: http://identifiers.org/chebi/CHEBI:16680; CHEBI: http://identifiers.org/chebi/CHEBI:22034; CHEBI: http://identifiers.org/chebi/CHEBI:45495; CHEBI: http://identifiers.org/chebi/CHEBI:57856; CHEBI: http://identifiers.org/chebi/CHEBI:67009; CHEBI: http://identifiers.org/chebi/CHEBI:8945; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00939; BioCyc: http://identifiers.org/biocyc/META:ADENOSYL-HOMO-CYS; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM19; SEED Compound: http://identifiers.org/seed.compound/cpd00019	ahcys; ahcys[c]; ahcys_c
aicar_c	aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	iECIAI1_1343; iECS88_1305; iECABU_c1320; iECSE_1348; iEcE24377_1341; iEcSMS35_1347; iECO26_1355; iECs_1301; iECIAI39_1322; iECSP_1301; iECED1_1282; iECUMN_1333; iECO103_1326; iECSF_1327; iECNA114_1301; iECOK1_1307; iECDH1ME8569_1439; iEcolC_1368; iECO111_1330; iECP_1309; iECD_1391; Recon3D; iEcDH1_1363; iWFL_1372; iECH74115_1262; iMM1415; iECB_1328; iJR904; iECBD_1354; iUMNK88_1353; iECDH10B_1368; iYL1228; iEcHS_1320; iAF987; iAF692; iSSON_1240; iAF1260b; STM_v1_0; iHN637; iUMN146_1321; iYO844; iJN678; iAT_PLT_636; iZ_1308; iY75_1357; iUTI89_1310; iML1515; iSBO_1134; iLJ478; iSFxv_1172; iNF517; iSbBS512_1146; RECON1; iETEC_1333; iCHOv1; iS_1188; iRC1080; iNRG857_1313; iLB1027_lipid; iLF82_1304; iJB785; iSFV_1184; iB21_1397; iG2583_1286; iAF1260; iECW_1372; iPC815; iSDY_1059; ic_1306; iEKO11_1354; iSB619; iE2348C_1286; iSF_1195; iEC042_1314; iEC55989_1330; iJN746; iAPECO1_1312; iIT341; iNJ661; iBWG_1329; iMM904; iND750; iJO1366	Reactome: http://www.reactome.org/content/detail/R-ALL-111409; KEGG Compound: http://identifiers.org/kegg.compound/C04677; CHEBI: http://identifiers.org/chebi/CHEBI:12102; CHEBI: http://identifiers.org/chebi/CHEBI:18406; CHEBI: http://identifiers.org/chebi/CHEBI:18966; CHEBI: http://identifiers.org/chebi/CHEBI:40739; CHEBI: http://identifiers.org/chebi/CHEBI:573; CHEBI: http://identifiers.org/chebi/CHEBI:58475; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01517; BioCyc: http://identifiers.org/biocyc/META:AICAR; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM365; SEED Compound: http://identifiers.org/seed.compound/cpd02851	aicar; aicar[c]; aicar_c
ala__D_c	ala__D	D-Alanine	iB21_1397; iSDY_1059; iPC815; iSFxv_1172; iAF1260; iNRG857_1313; ic_1306; iSBO_1134; iSB619; iETEC_1333; iE2348C_1286; iS_1188; iSF_1195; iG2583_1286; iEC55989_1330; iLF82_1304; iEC042_1314; iEKO11_1354; iAPECO1_1312; iSFV_1184; iJN746; iSbBS512_1146; iIT341; iECB_1328; iNJ661; iEcHS_1320; iBWG_1329; iEcDH1_1363; iJO1366; iECBD_1354; Recon3D; iECO111_1330; iECS88_1305; iECDH10B_1368; iECSP_1301; iECABU_c1320; iEcSMS35_1347; iECNA114_1301; iEcolC_1368; iEcE24377_1341; iECSE_1348; iECD_1391; iECOK1_1307; iECIAI39_1322; iECP_1309; iECDH1ME8569_1439; iECSF_1327; iECED1_1282; iECs_1301; iECH74115_1262; iECW_1372; iECIAI1_1343; iECUMN_1333; iECO103_1326; iNF517; iECO26_1355; iAF1260b; STM_v1_0; RECON1; iWFL_1372; iY75_1357; iZ_1308; iML1515; iUMNK88_1353; iHN637; iAF987; iJB785; iJR904; iCHOv1; iUTI89_1310; iYO844; iUMN146_1321; iLJ478; iMM1415; iSSON_1240; iJN678; iYL1228	KEGG Compound: http://identifiers.org/kegg.compound/C00133; CHEBI: http://identifiers.org/chebi/CHEBI:10840; CHEBI: http://identifiers.org/chebi/CHEBI:12899; CHEBI: http://identifiers.org/chebi/CHEBI:15570; CHEBI: http://identifiers.org/chebi/CHEBI:20893; CHEBI: http://identifiers.org/chebi/CHEBI:32435; CHEBI: http://identifiers.org/chebi/CHEBI:32436; CHEBI: http://identifiers.org/chebi/CHEBI:4087; CHEBI: http://identifiers.org/chebi/CHEBI:41756; CHEBI: http://identifiers.org/chebi/CHEBI:41798; CHEBI: http://identifiers.org/chebi/CHEBI:41848; CHEBI: http://identifiers.org/chebi/CHEBI:41877; CHEBI: http://identifiers.org/chebi/CHEBI:57416; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01310; BioCyc: http://identifiers.org/biocyc/META:D-ALANINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM156; SEED Compound: http://identifiers.org/seed.compound/cpd00117	ala-D[c]; ala_DASH_D_c; ala_D[c]; ala_D_c; ala__D; ala__D_c
alaala_c	alaala	D-Alanyl-D-alanine	iJO1366; iECUMN_1333; iB21_1397; iECSF_1327; iPC815; iECS88_1305; iAF1260; iECSP_1301; ic_1306; iECOK1_1307; iSB619; iEcSMS35_1347; iE2348C_1286; iECs_1301; iSF_1195; iECP_1309; iEC55989_1330; iEcolC_1368; iEC042_1314; iECSE_1348; iJN746; iECB_1328; iAPECO1_1312; iECBD_1354; iIT341; iECO111_1330; iNJ661; iEcE24377_1341; iBWG_1329; iECIAI1_1343; iUMN146_1321; iECNA114_1301; iJN678; iEcDH1_1363; iJR904; iECH74115_1262; iUMNK88_1353; iECDH1ME8569_1439; iAF987; iECED1_1282; STM_v1_0; iECDH10B_1368; iYL1228; iECIAI39_1322; iWFL_1372; iECO103_1326; iZ_1308; iEcHS_1320; iUTI89_1310; iECO26_1355; iSSON_1240; iECABU_c1320; Recon3D; iECD_1391; iYO844; iLF82_1304; iML1515; iSbBS512_1146; iLJ478; iS_1188; iCHOv1; iECW_1372; iY75_1357; iETEC_1333; iHN637; iG2583_1286; iNF517; iNRG857_1313; iAF1260b; iEKO11_1354; iJB785; iSFV_1184; iSDY_1059; iSFxv_1172; iSBO_1134	KEGG Compound: http://identifiers.org/kegg.compound/C00993; CHEBI: http://identifiers.org/chebi/CHEBI:12900; CHEBI: http://identifiers.org/chebi/CHEBI:13749; CHEBI: http://identifiers.org/chebi/CHEBI:16576; CHEBI: http://identifiers.org/chebi/CHEBI:20894; CHEBI: http://identifiers.org/chebi/CHEBI:4088; CHEBI: http://identifiers.org/chebi/CHEBI:57822; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03459; Human Metabolome Database: http://identifiers.org/hmdb/HMDB28680; BioCyc: http://identifiers.org/biocyc/META:D-ALA-D-ALA; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM669; SEED Compound: http://identifiers.org/seed.compound/cpd00731	alaala; alaala[c]; alaala_c
alltn_c	alltn	Allantoin	iWFL_1372; iEcE24377_1341; iZ_1308; iECO103_1326; iUTI89_1310; iECDH10B_1368; iUMN146_1321; iECIAI1_1343; STM_v1_0; iEcHS_1320; iUMNK88_1353; iECABU_c1320; iSSON_1240; iECBD_1354; iSFxv_1172; iECB_1328; iJR904; iECO111_1330; iYL1228; iECIAI39_1322; iCHOv1; iECD_1391; iYO844; iECO26_1355; iAF1260b; iECED1_1282; iML1515; iECH74115_1262; iY75_1357; iECNA114_1301; iHN637; iEcDH1_1363; iRC1080; iECDH1ME8569_1439; Recon3D; iECW_1372; iLB1027_lipid; iSDY_1059; iECP_1309; iSBO_1134; iECUMN_1333; iG2583_1286; iECOK1_1307; iSFV_1184; iECSP_1301; iS_1188; iEcSMS35_1347; iLF82_1304; iEcolC_1368; iEKO11_1354; iECSF_1327; iETEC_1333; iECSE_1348; iSbBS512_1146; iECs_1301; iNRG857_1313; iECS88_1305; iJO1366; iB21_1397; iAF1260; ic_1306; iPC815; iE2348C_1286; iEC55989_1330; iEC042_1314; iSF_1195; iAPECO1_1312; iBWG_1329; iMM904; iND750	KEGG Compound: http://identifiers.org/kegg.compound/C01551; CHEBI: http://identifiers.org/chebi/CHEBI:13761; CHEBI: http://identifiers.org/chebi/CHEBI:15676; CHEBI: http://identifiers.org/chebi/CHEBI:22354; CHEBI: http://identifiers.org/chebi/CHEBI:2594; CHEBI: http://identifiers.org/chebi/CHEBI:74345; KEGG Drug: http://identifiers.org/kegg.drug/D00121; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00462; BioCyc: http://identifiers.org/biocyc/META:ALLANTOIN; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM612; SEED Compound: http://identifiers.org/seed.compound/cpd01092	alltn; alltn[c]; alltn_c
allul6p_c	allul6p	Allulose 6-phosphate	iY75_1357; iNRG857_1313; iML1515; iLF82_1304; iAF1260b; iETEC_1333; iEcSMS35_1347; iEKO11_1354; iECOK1_1307; iB21_1397; iECP_1309; iJO1366; iEcolC_1368; iAF1260; iECSF_1327; ic_1306; iECSE_1348; iPC815; iECS88_1305; iE2348C_1286; iUMN146_1321; iAPECO1_1312; iUMNK88_1353; iBWG_1329; iUTI89_1310; iECBD_1354; iYL1228; iEcE24377_1341; iECD_1391; iECB_1328; iECO103_1326; iECNA114_1301; iECIAI39_1322; iECED1_1282; iECDH1ME8569_1439; iECDH10B_1368; iECABU_c1320; iEcDH1_1363	KEGG Compound: http://identifiers.org/kegg.compound/C18096; CHEBI: http://identifiers.org/chebi/CHEBI:61519; CHEBI: http://identifiers.org/chebi/CHEBI:61559; CHEBI: http://identifiers.org/chebi/CHEBI:81499; BioCyc: http://identifiers.org/biocyc/META:D-ALLULOSE-6-PHOSPHATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM4546; SEED Compound: http://identifiers.org/seed.compound/cpd15394	allul6p; allul6p_c
altrn_c	altrn	D-Altronate	iYL1228; iECIAI39_1322; iWFL_1372; iECBD_1354; iUMN146_1321; iECO26_1355; iSSON_1240; iECDH1ME8569_1439; iUTI89_1310; iEcDH1_1363; iZ_1308; iECED1_1282; iSFxv_1172; iEcE24377_1341; iJR904; iECO103_1326; iUMNK88_1353; iEcHS_1320; iSDY_1059; iECH74115_1262; iS_1188; iECNA114_1301; iSFV_1184; iECO111_1330; iECW_1372; iECD_1391; iSbBS512_1146; iECB_1328; iNRG857_1313; iECDH10B_1368; iLF82_1304; iECABU_c1320; iETEC_1333; iECIAI1_1343; iEKO11_1354; iY75_1357; iG2583_1286; iML1515; iB21_1397; iAF1260b; iJO1366; iYO844; iAF1260; iECs_1301; iPC815; iECSE_1348; ic_1306; iECSP_1301; iE2348C_1286; iEcSMS35_1347; iSF_1195; iECOK1_1307; iEC55989_1330; iECS88_1305; iEC042_1314; iECSF_1327; iAPECO1_1312; iECUMN_1333; iBWG_1329; iEcolC_1368; iECP_1309	KEGG Compound: http://identifiers.org/kegg.compound/C00817; CHEBI: http://identifiers.org/chebi/CHEBI:12908; CHEBI: http://identifiers.org/chebi/CHEBI:17360; CHEBI: http://identifiers.org/chebi/CHEBI:20904; CHEBI: http://identifiers.org/chebi/CHEBI:4095; CHEBI: http://identifiers.org/chebi/CHEBI:46644; CHEBI: http://identifiers.org/chebi/CHEBI:58707; BioCyc: http://identifiers.org/biocyc/META:D-ALTRONATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2011; SEED Compound: http://identifiers.org/seed.compound/cpd00608	altrn; altrn_c
anhgm_c	anhgm	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	iML1515; iB21_1397; iJB785; iPC815; iY75_1357; iJO1366; iAF1260b; iAF1260; iECSP_1301; ic_1306; iECs_1301; iE2348C_1286; iECSF_1327; iSF_1195; iEcolC_1368; iEC55989_1330; iECSE_1348; iEC042_1314; iECOK1_1307; iAPECO1_1312; iECUMN_1333; iBWG_1329; iECP_1309; iEcHS_1320; iEcSMS35_1347; iEcDH1_1363; iECS88_1305; iECO103_1326; iUTI89_1310; iECNA114_1301; iSSON_1240; iECDH1ME8569_1439; iZ_1308; iECDH10B_1368; iAF987; iECO26_1355; iUMNK88_1353; iECO111_1330; iYL1228; iECB_1328; STM_v1_0; iECBD_1354; iUMN146_1321; iECIAI39_1322; iWFL_1372; iECD_1391; iEKO11_1354; iECED1_1282; iLF82_1304; iECIAI1_1343; iSFV_1184; iECABU_c1320; iSbBS512_1146; iEcE24377_1341; iECW_1372; iECH74115_1262; iSDY_1059; iSFxv_1172; iSBO_1134; iNRG857_1313; iS_1188; iETEC_1333; iG2583_1286	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3060; SEED Compound: http://identifiers.org/seed.compound/cpd15396	anhgm; anhgm_c
anhgm3p_c	anhgm3p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	iECB_1328; iNRG857_1313; iECH74115_1262; iLF82_1304; iECO111_1330; iSFxv_1172; iECO26_1355; iETEC_1333; iECNA114_1301; iEKO11_1354; iECABU_c1320; iS_1188; iECDH1ME8569_1439; iSbBS512_1146; iECD_1391; iECW_1372; iECED1_1282; iSBO_1134; iECIAI39_1322; iSDY_1059; iEcHS_1320; iSFV_1184; iECBD_1354; iG2583_1286; iECIAI1_1343; iB21_1397; iECDH10B_1368; iJO1366; iECO103_1326; iAF1260; iEcDH1_1363; iPC815; iEcE24377_1341; ic_1306; iML1515; iE2348C_1286; iJB785; iSF_1195; iAF1260b; iEC55989_1330; iY75_1357; iEC042_1314; STM_v1_0; iAPECO1_1312; iAF987; iBWG_1329; iSSON_1240; iECs_1301; iWFL_1372; iEcSMS35_1347; iUMN146_1321; iECSP_1301; iUTI89_1310; iECOK1_1307; iYL1228; iECUMN_1333; iZ_1308; iECSF_1327; iUMNK88_1353; iEcolC_1368; iECP_1309; iECSE_1348; iECS88_1305	BioCyc: http://identifiers.org/biocyc/META:CPD0-2155; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM63489; SEED Compound: http://identifiers.org/seed.compound/cpd15397	anhgm3p; anhgm3p_c
anhm_c	anhm	1,6-anhydrous-N-Acetylmuramate	iJB785; iZ_1308; iY75_1357; STM_v1_0; iML1515; iYL1228; iAF1260b; iSSON_1240; iB21_1397; iAF987; iJO1366; iUMNK88_1353; iAF1260; iUTI89_1310; ic_1306; iWFL_1372; iPC815; iUMN146_1321; iE2348C_1286; iECSF_1327; iSF_1195; iECSE_1348; iEC55989_1330; iECS88_1305; iEC042_1314; iEcSMS35_1347; iAPECO1_1312; iEcolC_1368; iBWG_1329; iECP_1309; iEcHS_1320; iECs_1301; iECIAI1_1343; iECSP_1301; iECDH10B_1368; iECOK1_1307; iECO26_1355; iECUMN_1333; iECO103_1326; iS_1188; iECED1_1282; iSDY_1059; iECIAI39_1322; iEKO11_1354; iECNA114_1301; iSFV_1184; iECABU_c1320; iETEC_1333; iECO111_1330; iSbBS512_1146; iECD_1391; iG2583_1286; iECBD_1354; iECW_1372; iECDH1ME8569_1439; iNRG857_1313; iECH74115_1262; iSFxv_1172; iEcDH1_1363; iLF82_1304; iEcE24377_1341; iSBO_1134; iECB_1328	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90585; SEED Compound: http://identifiers.org/seed.compound/cpd15399	anhm; anhm_c
anhm3p_c	anhm3p	1,6-anhydrous-N-Acetylmuramyl-tripeptide	iS_1188; iECIAI39_1322; iNRG857_1313; iECO103_1326; iETEC_1333; iECBD_1354; iSFxv_1172; iECDH1ME8569_1439; iECW_1372; iECO26_1355; iSBO_1134; iEcDH1_1363; iLF82_1304; iECH74115_1262; iG2583_1286; iECD_1391; iSDY_1059; iEcE24377_1341; iSbBS512_1146; iECED1_1282; iSFV_1184; iECNA114_1301; iEKO11_1354; iECDH10B_1368; iYL1228; iEcHS_1320; iUTI89_1310; iECO111_1330; iUMN146_1321; iECB_1328; STM_v1_0; iECIAI1_1343; iZ_1308; iECABU_c1320; iUMNK88_1353; iJB785; iWFL_1372; iY75_1357; iSSON_1240; iML1515; iAF987; iAF1260b; iECOK1_1307; iB21_1397; iECS88_1305; iPC815; iEcSMS35_1347; iJO1366; iECUMN_1333; iAF1260; iECP_1309; ic_1306; iEcolC_1368; iE2348C_1286; iECSE_1348; iSF_1195; iECSP_1301; iEC55989_1330; iECs_1301; iEC042_1314; iECSF_1327; iAPECO1_1312; iBWG_1329	BioCyc: http://identifiers.org/biocyc/META:CPD0-2284; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM32389; SEED Compound: http://identifiers.org/seed.compound/cpd15400	anhm3p; anhm3p_c
anhm4p_c	anhm4p	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide	iML1515; iEC55989_1330; iY75_1357; iB21_1397; iJB785; iJO1366; iAF1260b; iAF1260; iECNA114_1301; ic_1306; iECO103_1326; iPC815; iECIAI1_1343; iE2348C_1286; iEcDH1_1363; iSF_1195; iEcE24377_1341; iEC042_1314; iECDH1ME8569_1439; iAPECO1_1312; iECABU_c1320; iBWG_1329; iECH74115_1262; iSBO_1134; iECED1_1282; iS_1188; iEcHS_1320; iSbBS512_1146; iECIAI39_1322; iECW_1372; iECB_1328; iETEC_1333; iECBD_1354; iSFxv_1172; iECD_1391; iEKO11_1354; iECO26_1355; iG2583_1286; iECO111_1330; iSDY_1059; iECDH10B_1368; iSFV_1184; iECSE_1348; iLF82_1304; iECOK1_1307; iNRG857_1313; iEcolC_1368; iZ_1308; iEcSMS35_1347; iAF987; iECs_1301; iSSON_1240; iECUMN_1333; iUMN146_1321; iECSP_1301; STM_v1_0; iECS88_1305; iUMNK88_1353; iECSF_1327; iWFL_1372; iECP_1309; iYL1228; iUTI89_1310	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM5405; SEED Compound: http://identifiers.org/seed.compound/cpd15401	anhm4p; anhm4p_c
